"temperature","salinity","u_velocity","v_velocity"
7.88201545737684,32.5899532996118,0.136234626173973,-0.00219733268022537
8.26685386151075,34.6728415694088,0.101321451365948,0.0135502181947231
8.64613789692521,35.2748191682622,0.0482192449271679,0.0128177739679813
8.47315898537636,34.903256315738,-0.00122074037790298,0.0991241186857224
8.81435592100024,33.5650196764618,0.380870997905731,0.213629566133022
7.82091740146279,34.1921750456095,0.248420666903257,0.300546281039715
7.37974182888865,35.1214636582881,-0.371471296995878,0.00244148075580597
9.0174871198833,34.1723380144686,0.595965452492237,-0.0312509536743164
8.13989686220884,32.6075014425442,-0.00915555283427238,-0.00866725668311119
8.55885495990515,35.2488784352317,0.259041108191013,-0.0218512527644634
